input_geo,indicator_name,value,indicator_subgroup,indicator_group,year,source_name,indicator_topic,indicator_subtopic,geo_name,geo_code,geo_iso,geo_parent,geo_level
Italy,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Italy,380.0,IT,39.0,5.0
Japan,energy production payment,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Japan,392.0,JP,30.0,5.0
"Korea, Republic of",energy production payment,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Republic of South Korea,410.0,KR,30.0,5.0
Kuwait,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Kuwait,414.0,KW,145.0,5.0
Latvia,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Latvia,428.0,LV,154.0,5.0
Liechtenstein,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Liechtenstein,438.0,LI,155.0,5.0
Lithuania,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Lithuania,440.0,LT,154.0,5.0
Luxembourg,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Luxembourg,442.0,LU,155.0,5.0
Malta,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Malta,470.0,MT,39.0,5.0
Monaco,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Monaco,492.0,MC,155.0,5.0
Netherlands,energy production payment,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Netherlands,528.0,NL,155.0,5.0
New Zealand,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,New Zealand,554.0,NZ,53.0,5.0
Norway,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Norway,578.0,NO,154.0,5.0
Oman,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Oman,512.0,OM,145.0,5.0
Palau,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Palau,585.0,PW,57.0,5.0
Panama,energy production payment,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Panama,591.0,PA,13.0,5.0
Poland,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Poland,616.0,PL,151.0,5.0
Portugal,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Portugal,620.0,PT,39.0,5.0
Qatar,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Qatar,634.0,QA,145.0,5.0
San Marino,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,San Marino,674.0,SM,39.0,5.0
Saudi Arabia,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saudi Arabia,682.0,SA,145.0,5.0
Seychelles,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Seychelles,690.0,SC,14.0,5.0
Singapore,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Singapore,702.0,SG,35.0,5.0
Slovenia,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Slovenia,705.0,SI,39.0,5.0
Spain,energy production payment,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Spain,724.0,ES,39.0,5.0
St. Kitts and Nevis,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saint Kitts and Nevis,659.0,KN,29.0,5.0
Sweden,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Sweden,752.0,SE,154.0,5.0
Switzerland,energy production payment,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Switzerland,756.0,CH,155.0,5.0
Trinidad and Tobago,energy production payment,0,HIGH INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Trinidad and Tobago,780.0,TT,29.0,5.0
United Arab Emirates,energy production payment,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,United Arab Emirates,784.0,AE,145.0,5.0
United Kingdom,energy production payment,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,United Kingdom,826.0,GB,154.0,5.0
United States,energy production payment,1,HIGH INCOME,,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,United States of America,840.0,US,21.0,5.0
Uruguay,energy production payment,1,HIGH INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Uruguay,858.0,UY,5.0,5.0
Albania,energy production payment,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Albania,8.0,AL,39.0,5.0
Algeria,energy production payment,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Algeria,12.0,DZ,15.0,5.0
Armenia,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Armenia,51.0,AM,145.0,5.0
Azerbaijan,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Azerbaijan,31.0,AZ,145.0,5.0
Belarus,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Belarus,112.0,BY,151.0,5.0
Belize,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Belize,84.0,BZ,13.0,5.0
Bosnia and Herzegovina,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bosnia and Herzegovina,70.0,BA,39.0,5.0
Botswana,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Botswana,72.0,BW,18.0,5.0
Brazil,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Brazil,76.0,BR,5.0,5.0
Bulgaria,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bulgaria,100.0,BG,151.0,5.0
China,energy production payment,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,China,156.0,CN,30.0,5.0
Colombia,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Colombia,170.0,CO,5.0,5.0
Costa Rica,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Costa Rica,188.0,CR,13.0,5.0
Cuba,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cuba,192.0,CU,29.0,5.0
Dominica,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Dominica,212.0,DM,29.0,5.0
Dominican Republic,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Dominican Republic,214.0,DO,29.0,5.0
Ecuador,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Ecuador,218.0,EC,5.0,5.0
Equatorial Guinea,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Equatorial Guinea,226.0,GQ,17.0,5.0
Fiji,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Fiji,242.0,FJ,54.0,5.0
Gabon,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Gabon,266.0,GA,17.0,5.0
Grenada,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Grenada,308.0,GD,29.0,5.0
Guatemala,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Guatemala,320.0,GT,13.0,5.0
Guyana,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Guyana,328.0,GY,5.0,5.0
Iran,energy production payment,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Iran,364.0,IR,34.0,5.0
Iraq,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Iraq,368.0,IQ,145.0,5.0
Jamaica,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Jamaica,388.0,JM,29.0,5.0
Jordan,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Jordan,400.0,JO,145.0,5.0
Kazakhstan,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Kazakhstan,398.0,KZ,143.0,5.0
Lebanon,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Lebanon,422.0,LB,145.0,5.0
Libya,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Libya,434.0,LY,15.0,5.0
North Macedonia,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,North Macedonia,807.0,MK,39.0,5.0
Malaysia,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Malaysia,458.0,MY,35.0,5.0
Maldives,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Maldives,462.0,MV,34.0,5.0
Marshall Islands,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Marshall Islands,584.0,MH,57.0,5.0
Mauritius,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mauritius,480.0,MU,14.0,5.0
Mexico,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mexico,484.0,MX,13.0,5.0
Montenegro,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Montenegro,499.0,ME,39.0,5.0
Namibia,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Namibia,516.0,NA,18.0,5.0
Nauru,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Nauru,520.0,NR,57.0,5.0
Paraguay,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Paraguay,600.0,PY,5.0,5.0
Peru,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Peru,604.0,PE,5.0,5.0
Romania,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Romania,642.0,RO,151.0,5.0
Russian Federation,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Russian Federation,643.0,RU,151.0,5.0
Samoa,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Samoa,882.0,WS,61.0,5.0
Serbia,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Serbia,688.0,RS,39.0,5.0
South Africa,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,South Africa,710.0,ZA,18.0,5.0
St. Lucia,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saint Lucia,662.0,LC,29.0,5.0
St. Vincent and the Grenadines,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saint Vincent and the Grenadines,670.0,VC,29.0,5.0
Suriname,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Suriname,740.0,SR,5.0,5.0
Thailand,energy production payment,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Thailand,764.0,TH,35.0,5.0
Tonga,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tonga,776.0,TO,61.0,5.0
Turkey,energy production payment,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Turkey,792.0,TR,145.0,5.0
Turkmenistan,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Turkmenistan,795.0,TM,143.0,5.0
Tuvalu,energy production payment,0,UPPER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tuvalu,798.0,TV,61.0,5.0
Angola,energy production payment,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Angola,24.0,AO,17.0,5.0
Bangladesh,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bangladesh,50.0,BD,34.0,5.0
Bhutan,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bhutan,64.0,BT,34.0,5.0
Bolivia,energy production payment,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bolivia,68.0,BO,5.0,5.0
Cape Verde,energy production payment,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cabo Verde,132.0,CV,11.0,5.0
Cambodia,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cambodia,116.0,KH,35.0,5.0
Cameroon,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cameroon,120.0,CM,17.0,5.0
"Congo, Republic of",energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Democratic Republic of the Congo,180.0,CD,17.0,5.0
Cote d'Ivoire,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Côte d’Ivoire,384.0,CI,11.0,5.0
Djibouti,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Djibouti,262.0,DJ,14.0,5.0
Egypt,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Egypt,818.0,EG,15.0,5.0
El Salvador,energy production payment,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,El Salvador,222.0,SV,13.0,5.0
Eswatini ,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Eswatini,748.0,SZ,18.0,5.0
Georgia,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Georgia,268.0,GE,145.0,5.0
Ghana,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Ghana,288.0,GH,11.0,5.0
Honduras,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Honduras,340.0,HN,13.0,5.0
India,energy production payment,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,India,356.0,IN,34.0,5.0
Indonesia,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Indonesia,360.0,ID,35.0,5.0
Kenya,energy production payment,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Kenya,404.0,KE,14.0,5.0
Kiribati,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Kiribati,296.0,KI,57.0,5.0
Kyrgyzstan,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Kyrgyzstan,417.0,KG,143.0,5.0
Lesotho,energy production payment,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Lesotho,426.0,LS,18.0,5.0
Mauritania,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mauritania,478.0,MR,11.0,5.0
Moldova,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Moldova,498.0,MD,151.0,5.0
Mongolia,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mongolia,496.0,MN,30.0,5.0
Morocco,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Morocco,504.0,MA,15.0,5.0
Myanmar,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Myanmar,104.0,MM,35.0,5.0
Nicaragua,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Nicaragua,558.0,NI,13.0,5.0
Nigeria,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Nigeria,566.0,NG,11.0,5.0
Pakistan,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Pakistan,586.0,PK,34.0,5.0
"Palestine, State of",energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,State of Palestine,275.0,PS,145.0,5.0
Papua New Guinea,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Papua New Guinea,598.0,PG,54.0,5.0
Philippines,energy production payment,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Philippines,608.0,PH,35.0,5.0
São Tomé and Príncipe,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Sao Tome and Principe,678.0,ST,17.0,5.0
Solomon Islands,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Solomon Islands,90.0,SB,54.0,5.0
Sri Lanka,energy production payment,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Sri Lanka,144.0,LK,34.0,5.0
Sudan,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Sudan,729.0,SD,15.0,5.0
Timor-Leste,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Timor-Leste,626.0,TL,35.0,5.0
Tunisia,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tunisia,788.0,TN,15.0,5.0
Ukraine,energy production payment,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Ukraine,804.0,UA,151.0,5.0
Uzbekistan,energy production payment,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Uzbekistan,860.0,UZ,143.0,5.0
Vanuatu,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Vanuatu,548.0,VU,54.0,5.0
Vietnam,energy production payment,1,LOWER-MIDDLE INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Vietnam,704.0,VN,35.0,5.0
Zambia,energy production payment,0,LOWER-MIDDLE INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Zambia,894.0,ZM,14.0,5.0
Afghanistan,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Afghanistan,4.0,AF,34.0,5.0
Benin,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Benin,204.0,BJ,11.0,5.0
Burkina Faso,energy production payment,1,LOW INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Burkina Faso,854.0,BF,11.0,5.0
Burundi,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Burundi,108.0,BI,14.0,5.0
Central African Republic,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Central African Republic,140.0,CF,17.0,5.0
Chad,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Chad,148.0,TD,17.0,5.0
Comoros,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Comoros,174.0,KM,14.0,5.0
Democratic Republic of Congo,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Democratic Republic of the Congo,180.0,CD,17.0,5.0
Eritrea,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Eritrea,232.0,ER,14.0,5.0
Ethiopia,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Ethiopia,231.0,ET,14.0,5.0
Gambia,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Gambia,270.0,GM,11.0,5.0
Guinea,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Guinea,324.0,GN,11.0,5.0
Guinea-Bissau,energy production payment,1,LOW INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Guinea-Bissau,624.0,GW,11.0,5.0
Haiti,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Haiti,332.0,HT,29.0,5.0
"Korea, Democratic People's Republic",energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Lao People's Democratic Republic,418.0,LA,35.0,5.0
Liberia,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Liberia,430.0,LR,11.0,5.0
Madagascar,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Madagascar,450.0,MG,14.0,5.0
Malawi,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Malawi,454.0,MW,14.0,5.0
Mali,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mali,466.0,ML,11.0,5.0
Mozambique,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mozambique,508.0,MZ,14.0,5.0
Nepal,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Nepal,524.0,NP,34.0,5.0
Niger,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Niger,562.0,NE,11.0,5.0
Rwanda,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Rwanda,646.0,RW,14.0,5.0
Senegal,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Senegal,686.0,SN,11.0,5.0
Sierra Leone,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Sierra Leone,694.0,SL,11.0,5.0
Somalia,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Somalia,706.0,SO,14.0,5.0
South Sudan,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,South Sudan,728.0,SS,14.0,5.0
Syria,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Serbia,688.0,RS,39.0,5.0
Tajikistan,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tajikistan,762.0,TJ,143.0,5.0
Tanzania,energy production payment,1,LOW INCOME,Existing national (could also include sub-national),2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tanzania,834.0,TZ,14.0,5.0
Togo,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Togo,768.0,TG,11.0,5.0
Uganda,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Uganda,800.0,UG,14.0,5.0
Yemen,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Yemen,887.0,YE,145.0,5.0
Zimbabwe,energy production payment,0,LOW INCOME,No Data,2021,REN21 Data Tool,Policy Enablers,Sustainability Targets,Zimbabwe,716.0,ZW,14.0,5.0
